IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_NM_20161108_GEN_PRE_DEM_CLINTON,USA_NM_20161108_GEN_PRE_REP_TRUMP,USA_NM_20161108_GEN_PRE_LIB_JOHNSON,USA_NM_20161108_GEN_PRE_GRE_STEIN,USA_NM_20161108_GEN_PRE_BET_MCMULLIN,USA_NM_20161108_GEN_PRE_CON_CASTLE,USA_NM_20161108_GEN_PRE_SOC_RIVA,USA_NM_20161108_GEN_PRE_DEL_FUENTE,USA_NM_20161108_GEN_SOS_DEM_OLIVER,USA_NM_20161108_GEN_SOS_REP_ESPINOZA,USA_NM_20161108_GEN_SSC_DEM_VIGIL,USA_NM_20161108_GEN_SSC_REP_NAKAMURA,USA_NM_20161108_GEN_SAC_DEM_VARGAS,USA_NM_20161108_GEN_SAC_REP_FRENCH
0,_Bernalillo,_PRECINCT 317,_PRECINCT 317,197,101,42,8,1,0,0,0,241,92,169,164,202,127
0,_Bernalillo,_PRECINCT 318,_PRECINCT 318,293,114,49,4,1,2,0,0,325,115,266,157,294,129
0,_Bernalillo,_PRECINCT 321,_PRECINCT 321,199,69,40,0,2,0,2,0,218,86,174,121,189,109
0,_Bernalillo,_PRECINCT 322,_PRECINCT 322,150,66,27,7,0,0,0,1,172,66,130,112,149,83
0,_Bernalillo,_PRECINCT 323,_PRECINCT 323,252,101,41,7,0,0,3,1,273,103,223,157,263,113
0,_Bernalillo,_PRECINCT 324,_PRECINCT 324,527,387,104,15,22,5,0,0,605,412,443,571,514,483
0,_Bernalillo,_PRECINCT 326,_PRECINCT 326,248,80,51,2,3,0,1,0,262,95,208,147,226,120
0,_Bernalillo,_PRECINCT 327,_PRECINCT 327,266,163,53,5,3,2,0,0,309,159,234,226,281,179
0,_Bernalillo,_PRECINCT 328,_PRECINCT 328,489,437,123,12,13,2,1,2,595,444,415,619,470,556
0,_Bernalillo,_PRECINCT 329,_PRECINCT 329,212,132,46,5,1,0,0,0,254,129,214,167,222,155
0,_Bernalillo,_PRECINCT 330,_PRECINCT 330,160,100,38,10,4,0,0,0,188,104,143,142,164,123
0,_Bernalillo,_PRECINCT 331,_PRECINCT 331,190,77,30,3,4,0,0,0,198,88,176,114,185,98
0,_Bernalillo,_PRECINCT 332,_PRECINCT 332,239,207,70,5,3,0,2,1,297,212,219,292,259,238
0,_Bernalillo,_PRECINCT 333,_PRECINCT 333,364,436,97,5,9,0,1,0,432,450,288,606,343,530
0,_Bernalillo,_PRECINCT 341,_PRECINCT 341,294,72,19,14,0,1,0,0,320,75,227,163,267,113
0,_Bernalillo,_PRECINCT 342,_PRECINCT 342,209,25,22,10,1,0,2,0,231,25,174,76,198,51
0,_Bernalillo,_PRECINCT 343,_PRECINCT 343,347,59,43,13,2,1,1,0,372,80,276,174,331,112
0,_Bernalillo,_PRECINCT 344,_PRECINCT 344,451,118,65,14,1,1,1,0,487,136,328,297,391,219
0,_Bernalillo,_PRECINCT 345,_PRECINCT 345,544,146,93,14,9,0,5,0,591,182,434,326,503,245
0,_Bernalillo,_PRECINCT 346,_PRECINCT 346,200,109,52,9,2,0,1,1,236,115,201,148,231,118
0,_Bernalillo,_PRECINCT 347,_PRECINCT 347,231,152,58,6,0,1,0,0,271,166,235,201,260,169
0,_Bernalillo,_PRECINCT 351,_PRECINCT 351,271,29,29,7,2,0,0,0,286,38,220,106,260,53
0,_Bernalillo,_PRECINCT 352,_PRECINCT 352,353,68,27,10,0,0,2,1,381,69,303,138,335,94
0,_Bernalillo,_PRECINCT 353,_PRECINCT 353,205,22,18,8,1,0,2,0,221,26,169,69,194,39
0,_Bernalillo,_PRECINCT 354,_PRECINCT 354,332,56,30,7,5,0,0,0,335,83,230,184,287,121
0,_Bernalillo,_PRECINCT 355,_PRECINCT 355,407,42,25,6,2,0,1,1,418,61,320,148,388,74
0,_Bernalillo,_PRECINCT 356,_PRECINCT 356,324,46,26,9,2,0,3,0,353,45,268,126,305,83
0,_Bernalillo,_PRECINCT 357,_PRECINCT 357,216,23,18,8,1,0,0,0,228,31,171,80,196,53
0,_Bernalillo,_PRECINCT 358,_PRECINCT 358,277,80,60,14,5,2,2,0,295,115,259,133,270,115
0,_Bernalillo,_PRECINCT 371,_PRECINCT 371,416,138,53,7,4,0,0,0,455,144,293,292,350,232
0,_Bernalillo,_PRECINCT 372,_PRECINCT 372,193,68,32,8,5,0,0,0,226,74,175,114,202,90
0,_Bernalillo,_PRECINCT 373,_PRECINCT 373,204,83,36,6,6,2,0,0,232,98,173,151,198,129
0,_Bernalillo,_PRECINCT 374,_PRECINCT 374,259,76,35,13,3,0,3,0,306,72,209,168,265,112
0,_Bernalillo,_PRECINCT 375,_PRECINCT 375,508,178,77,14,3,0,1,1,557,194,372,373,459,272
0,_Bernalillo,_PRECINCT 381,_PRECINCT 381,312,35,25,12,0,0,1,0,326,45,240,124,283,74
0,_Bernalillo,_PRECINCT 382,_PRECINCT 382,252,64,23,6,1,1,0,0,275,70,184,156,239,98
0,_Bernalillo,_PRECINCT 383,_PRECINCT 383,306,62,31,15,0,0,3,0,346,61,257,138,301,92
0,_Bernalillo,_PRECINCT 384,_PRECINCT 384,343,94,43,16,3,0,0,1,383,106,275,208,320,157
0,_Bernalillo,_PRECINCT 385,_PRECINCT 385,307,63,39,9,2,0,1,0,324,87,244,165,296,102
0,_Bernalillo,_PRECINCT 386,_PRECINCT 386,236,39,29,16,3,0,1,0,268,52,189,118,222,84
0,_Bernalillo,_PRECINCT 387,_PRECINCT 387,274,67,30,4,0,1,3,0,306,65,195,174,240,126
0,_Bernalillo,_PRECINCT 400,_PRECINCT 400,136,95,36,6,2,2,1,0,164,106,120,149,138,127
0,_Bernalillo,_PRECINCT 401,_PRECINCT 401,249,144,64,10,2,0,0,1,296,152,189,261,253,193
0,_Bernalillo,_PRECINCT 402,_PRECINCT 402,236,165,59,5,10,1,1,0,294,162,172,289,225,228
0,_Bernalillo,_PRECINCT 403,_PRECINCT 403,216,120,40,8,1,1,1,0,258,112,187,185,222,143
0,_Bernalillo,_PRECINCT 404,_PRECINCT 404,286,199,63,5,2,5,2,0,338,203,215,328,263,272
0,_Bernalillo,_PRECINCT 405,_PRECINCT 405,268,132,43,12,3,0,0,0,292,138,229,201,251,167
0,_Bernalillo,_PRECINCT 406,_PRECINCT 406,181,108,38,5,5,1,0,0,208,117,158,168,170,147
0,_Bernalillo,_PRECINCT 407,_PRECINCT 407,325,282,81,1,4,0,1,0,387,275,258,407,302,352
0,_Bernalillo,_PRECINCT 408,_PRECINCT 408,194,194,63,4,5,0,0,0,250,198,156,288,170,261
0,_Bernalillo,_PRECINCT 409,_PRECINCT 409,436,246,102,17,11,0,1,1,504,270,358,407,421,333
0,_Bernalillo,_PRECINCT 410,_PRECINCT 410,216,209,54,4,0,0,0,0,263,193,167,279,205,235
0,_Bernalillo,_PRECINCT 411,_PRECINCT 411,293,129,50,15,1,1,1,0,349,123,264,205,283,181
0,_Bernalillo,_PRECINCT 412,_PRECINCT 412,120,42,32,2,0,1,1,0,133,53,93,90,107,74
0,_Bernalillo,_PRECINCT 413,_PRECINCT 413,342,165,68,15,2,0,2,0,373,192,283,285,319,228
0,_Bernalillo,_PRECINCT 414,_PRECINCT 414,140,94,35,2,2,0,0,0,167,99,109,155,133,126
0,_Bernalillo,_PRECINCT 415,_PRECINCT 415,132,109,37,1,4,1,0,0,166,111,104,171,121,155
0,_Bernalillo,_PRECINCT 416,_PRECINCT 416,204,109,49,7,1,0,1,0,235,116,159,191,203,141
0,_Bernalillo,_PRECINCT 417,_PRECINCT 417,260,126,57,12,2,1,1,0,310,121,204,226,253,174
0,_Bernalillo,_PRECINCT 418,_PRECINCT 418,209,175,49,4,6,0,0,1,252,178,198,225,208,207
0,_Bernalillo,_PRECINCT 419,_PRECINCT 419,370,343,96,6,10,2,3,0,441,359,276,526,368,426
0,_Bernalillo,_PRECINCT 420,_PRECINCT 420,384,284,102,10,7,1,1,0,462,308,344,423,390,353
0,_Bernalillo,_PRECINCT 421,_PRECINCT 421,277,253,64,10,4,2,1,0,327,262,239,359,282,304
0,_Bernalillo,_PRECINCT 422,_PRECINCT 422,602,630,147,10,17,1,2,0,714,614,494,838,574,734
0,_Bernalillo,_PRECINCT 423,_PRECINCT 423,676,734,158,12,22,0,3,1,750,798,509,1039,598,927
0,_Bernalillo,_PRECINCT 424,_PRECINCT 424,698,822,186,13,19,0,1,0,789,897,481,1200,585,1061
0,_Bernalillo,_PRECINCT 425,_PRECINCT 425,524,547,127,5,18,2,0,1,578,614,359,832,425,744
0,_Bernalillo,_PRECINCT 426,_PRECINCT 426,376,367,110,8,19,0,0,0,468,398,277,587,340,502
0,_Bernalillo,_PRECINCT 427,_PRECINCT 427,671,698,158,11,23,6,1,0,785,745,451,1084,565,929
0,_Bernalillo,_PRECINCT 428,_PRECINCT 428,314,242,40,8,6,0,1,1,353,233,239,349,267,302
0,_Bernalillo,_PRECINCT 429,_PRECINCT 429,446,369,102,14,17,4,0,0,506,420,290,621,368,526
0,_Bernalillo,_PRECINCT 430,_PRECINCT 430,253,269,78,3,17,0,0,0,301,297,192,407,221,370
0,_Bernalillo,_PRECINCT 431,_PRECINCT 431,215,119,53,7,2,1,1,0,256,123,188,191,220,157
0,_Bernalillo,_PRECINCT 432,_PRECINCT 432,317,185,58,10,2,0,3,0,388,158,284,265,330,211
0,_Bernalillo,_PRECINCT 433,_PRECINCT 433,195,121,45,12,2,0,0,1,233,121,191,161,209,138
0,_Bernalillo,_PRECINCT 434,_PRECINCT 434,168,74,47,2,1,1,0,2,198,85,149,134,181,105
0,_Bernalillo,_PRECINCT 435,_PRECINCT 435,303,201,46,1,4,0,2,1,336,192,236,297,277,244
0,_Bernalillo,_PRECINCT 436,_PRECINCT 436,204,127,50,7,3,0,0,1,245,131,199,177,219,153
0,_Bernalillo,_PRECINCT 437,_PRECINCT 437,140,65,34,5,1,0,0,1,163,70,120,116,141,91
0,_Bernalillo,_PRECINCT 438,_PRECINCT 438,345,137,54,17,4,0,1,0,370,157,322,197,348,164
0,_Bernalillo,_PRECINCT 439,_PRECINCT 439,389,187,96,21,12,0,1,1,460,215,362,311,413,256
0,_Bernalillo,_PRECINCT 440,_PRECINCT 440,139,99,38,1,0,0,1,0,172,99,111,158,126,137
0,_Bernalillo,_PRECINCT 441,_PRECINCT 441,222,110,38,7,1,1,0,0,246,116,189,174,218,140
0,_Bernalillo,_PRECINCT 442,_PRECINCT 442,253,110,40,5,1,1,0,0,277,117,212,181,257,131
0,_Bernalillo,_PRECINCT 443,_PRECINCT 443,191,96,57,12,0,1,3,1,230,114,172,169,212,129
0,_Bernalillo,_PRECINCT 444,_PRECINCT 444,209,105,38,5,1,0,0,0,245,97,191,147,216,120
0,_Bernalillo,_PRECINCT 445,_PRECINCT 445,178,134,47,9,2,3,0,0,233,134,150,210,184,166
0,_Bernalillo,_PRECINCT 446,_PRECINCT 446,210,144,56,8,2,1,1,0,255,149,177,226,213,182
0,_Bernalillo,_PRECINCT 447,_PRECINCT 447,621,975,209,7,21,0,0,0,762,1020,409,1362,492,1249
0,_Bernalillo,_PRECINCT 448,_PRECINCT 448,483,406,120,8,11,0,1,0,595,403,380,615,462,521
0,_Bernalillo,_PRECINCT 449,_PRECINCT 449,421,236,91,11,12,3,1,0,473,256,349,377,391,328
0,_Bernalillo,_PRECINCT 450,_PRECINCT 450,188,191,38,3,4,0,0,0,216,195,130,281,150,255
0,_Bernalillo,_PRECINCT 451,_PRECINCT 451,227,135,44,8,6,1,0,1,245,151,185,206,206,176
0,_Bernalillo,_PRECINCT 452,_PRECINCT 452,196,155,53,6,2,0,0,0,224,167,161,235,189,203
0,_Bernalillo,_PRECINCT 453,_PRECINCT 453,493,301,99,18,6,1,2,0,569,308,432,444,478,380
0,_Bernalillo,_PRECINCT 454,_PRECINCT 454,331,321,92,5,12,1,0,1,382,358,252,487,303,425
0,_Bernalillo,_PRECINCT 455,_PRECINCT 455,938,773,219,15,26,2,1,0,1083,810,772,1118,921,945
0,_Bernalillo,_PRECINCT 456,_PRECINCT 456,416,420,100,15,13,1,1,1,512,414,317,612,381,528
0,_Bernalillo,_PRECINCT 461,_PRECINCT 461,174,132,47,1,3,0,0,0,215,133,143,212,165,183
0,_Bernalillo,_PRECINCT 462,_PRECINCT 462,172,113,40,10,3,0,1,0,210,118,142,181,158,156
0,_Bernalillo,_PRECINCT 463,_PRECINCT 463,167,153,44,5,4,1,0,0,201,161,149,211,161,192
0,_Bernalillo,_PRECINCT 464,_PRECINCT 464,136,108,44,8,3,0,0,0,184,103,127,164,146,136
0,_Bernalillo,_PRECINCT 465,_PRECINCT 465,358,226,64,13,2,1,3,0,425,212,301,342,357,270
0,_Bernalillo,_PRECINCT 466,_PRECINCT 466,202,206,55,4,12,2,1,0,257,210,173,292,202,256
0,_Bernalillo,_PRECINCT 471,_PRECINCT 471,186,165,51,6,3,2,1,0,230,163,150,247,166,222
0,_Bernalillo,_PRECINCT 472,_PRECINCT 472,135,157,49,4,1,1,1,0,168,162,98,233,123,207
0,_Bernalillo,_PRECINCT 473,_PRECINCT 473,182,101,48,7,0,2,3,2,228,100,153,178,176,150
0,_Bernalillo,_PRECINCT 474,_PRECINCT 474,130,114,30,4,5,0,0,1,158,116,106,162,122,140
0,_Bernalillo,_PRECINCT 475,_PRECINCT 475,267,167,70,5,4,0,1,0,307,181,226,266,264,220
0,_Bernalillo,_PRECINCT 476,_PRECINCT 476,228,249,82,14,5,4,0,0,318,242,210,348,257,292
0,_Bernalillo,_PRECINCT 477,_PRECINCT 477,381,165,76,11,3,1,2,2,439,172,342,259,397,191
0,_Bernalillo,_PRECINCT 478,_PRECINCT 478,310,178,74,8,2,5,0,1,378,182,272,277,325,222
0,_Bernalillo,_PRECINCT 480,_PRECINCT 480,301,289,66,5,8,1,0,0,354,293,242,401,271,359
0,_Bernalillo,_PRECINCT 481,_PRECINCT 481,151,87,41,8,2,0,2,0,179,95,136,135,149,118
0,_Bernalillo,_PRECINCT 482,_PRECINCT 482,253,300,72,3,8,0,0,1,299,308,160,458,196,407
0,_Bernalillo,_PRECINCT 483,_PRECINCT 483,335,336,94,12,5,4,0,1,410,347,262,492,310,436
0,_Bernalillo,_PRECINCT 484,_PRECINCT 484,255,166,61,11,7,0,1,0,323,159,210,273,254,223
0,_Bernalillo,_PRECINCT 485,_PRECINCT 485,282,279,76,3,10,1,0,0,340,283,218,402,262,348
0,_Bernalillo,_PRECINCT 486,_PRECINCT 486,329,305,102,9,14,3,0,0,401,343,236,501,284,442
0,_Bernalillo,_PRECINCT 487,_PRECINCT 487,270,241,58,3,3,0,0,0,302,253,187,375,224,333
0,_Bernalillo,_PRECINCT 488,_PRECINCT 488,267,261,69,1,4,1,0,0,312,265,169,417,211,361
0,_Bernalillo,_PRECINCT 489,_PRECINCT 489,313,305,93,3,14,2,0,0,377,318,253,442,311,374
0,_Bernalillo,_PRECINCT 490,_PRECINCT 490,213,307,67,6,6,1,1,0,255,310,150,427,195,376
0,_Bernalillo,_PRECINCT 491,_PRECINCT 491,164,141,43,3,9,3,0,0,203,148,139,214,167,185
0,_Bernalillo,_PRECINCT 492,_PRECINCT 492,154,136,37,4,1,0,0,0,198,122,117,205,142,180
0,_Bernalillo,_PRECINCT 493,_PRECINCT 493,215,204,63,7,3,1,0,0,291,187,158,318,199,262
0,_Bernalillo,_PRECINCT 494,_PRECINCT 494,188,156,54,6,6,1,0,0,238,162,138,258,177,210
0,_Bernalillo,_PRECINCT 495,_PRECINCT 495,290,227,81,10,6,1,0,0,339,241,228,350,283,291
0,_Bernalillo,_PRECINCT 496,_PRECINCT 496,164,174,51,9,8,0,0,0,216,169,115,272,134,249
0,_Bernalillo,_PRECINCT 497,_PRECINCT 497,236,179,71,5,3,0,0,0,299,171,150,319,199,258
0,_Bernalillo,_PRECINCT 498,_PRECINCT 498,316,196,63,8,9,3,1,0,363,202,267,308,293,267
0,_Bernalillo,_PRECINCT 499,_PRECINCT 499,245,209,60,2,4,5,0,0,294,217,185,320,227,272
0,_Bernalillo,_PRECINCT 500,_PRECINCT 500,291,305,67,0,6,0,2,0,340,303,203,443,231,400
0,_Bernalillo,_PRECINCT 502,_PRECINCT 502,282,198,87,11,9,1,2,0,376,196,247,319,301,261
0,_Bernalillo,_PRECINCT 503,_PRECINCT 503,177,127,54,6,3,0,0,0,232,126,160,202,194,160
0,_Bernalillo,_PRECINCT 504,_PRECINCT 504,175,117,61,9,1,0,1,0,216,133,153,198,180,166
0,_Bernalillo,_PRECINCT 505,_PRECINCT 505,184,159,74,5,2,1,0,0,235,167,169,237,200,199
0,_Bernalillo,_PRECINCT 506,_PRECINCT 506,172,134,53,10,1,4,0,0,226,133,149,212,181,176
0,_Bernalillo,_PRECINCT 507,_PRECINCT 507,172,175,52,2,1,4,0,0,218,180,136,261,166,226
0,_Bernalillo,_PRECINCT 508,_PRECINCT 508,158,144,46,5,1,0,0,0,203,139,135,209,163,180
0,_Bernalillo,_PRECINCT 509,_PRECINCT 509,123,91,42,4,2,0,0,0,162,85,113,133,134,108
0,_Bernalillo,_PRECINCT 510,_PRECINCT 510,294,258,95,8,5,2,1,0,364,270,269,364,314,319
0,_Bernalillo,_PRECINCT 511,_PRECINCT 511,232,259,82,2,0,1,0,0,277,269,186,361,209,328
0,_Bernalillo,_PRECINCT 512,_PRECINCT 512,310,267,79,4,10,0,0,0,369,266,209,430,276,351
0,_Bernalillo,_PRECINCT 513,_PRECINCT 513,368,352,95,4,13,5,2,1,439,368,272,533,347,448
0,_Bernalillo,_PRECINCT 514,_PRECINCT 514,269,268,93,10,5,2,0,0,347,271,233,394,266,349
0,_Bernalillo,_PRECINCT 515,_PRECINCT 515,195,215,57,0,5,2,0,1,225,230,143,316,166,285
0,_Bernalillo,_PRECINCT 516,_PRECINCT 516,350,296,121,11,11,2,0,0,449,306,283,464,345,389
0,_Bernalillo,_PRECINCT 517,_PRECINCT 517,173,223,64,5,9,2,0,0,227,226,138,315,162,278
0,_Bernalillo,_PRECINCT 518,_PRECINCT 518,279,292,93,3,7,0,0,0,329,317,208,437,241,389
0,_Bernalillo,_PRECINCT 519,_PRECINCT 519,125,137,52,4,3,1,0,0,166,144,99,206,124,184
0,_Bernalillo,_PRECINCT 520,_PRECINCT 520,402,372,85,5,8,1,0,0,465,371,277,566,333,497
0,_Bernalillo,_PRECINCT 521,_PRECINCT 521,279,260,82,10,9,1,0,0,341,285,222,392,266,343
0,_Bernalillo,_PRECINCT 522,_PRECINCT 522,416,398,108,6,14,0,1,0,510,405,311,595,377,524
0,_Bernalillo,_PRECINCT 523,_PRECINCT 523,233,223,73,7,3,0,0,0,298,222,183,342,219,295
0,_Bernalillo,_PRECINCT 524,_PRECINCT 524,112,127,47,3,5,1,0,0,140,138,76,207,106,172
0,_Bernalillo,_PRECINCT 525,_PRECINCT 525,282,222,87,13,3,0,1,0,333,239,234,348,274,295
0,_Bernalillo,_PRECINCT 526,_PRECINCT 526,294,312,72,8,7,3,0,0,350,325,226,446,247,408
0,_Bernalillo,_PRECINCT 527,_PRECINCT 527,82,135,32,0,1,0,0,1,113,133,62,184,67,172
0,_Bernalillo,_PRECINCT 528,_PRECINCT 528,105,146,42,2,5,0,0,0,147,146,81,209,109,179
0,_Bernalillo,_PRECINCT 529,_PRECINCT 529,414,374,106,12,5,2,1,0,521,351,343,534,388,458
0,_Bernalillo,_PRECINCT 530,_PRECINCT 530,363,274,72,7,5,0,2,0,413,293,282,414,310,377
0,_Bernalillo,_PRECINCT 531,_PRECINCT 531,216,140,76,9,4,1,0,1,284,139,202,227,228,192
0,_Bernalillo,_PRECINCT 532,_PRECINCT 532,227,177,68,6,3,4,2,0,299,159,200,257,232,219
0,_Bernalillo,_PRECINCT 533,_PRECINCT 533,178,144,49,10,4,0,2,0,236,133,166,204,192,172
0,_Bernalillo,_PRECINCT 534,_PRECINCT 534,250,239,94,6,7,2,2,0,337,237,211,354,263,296
0,_Bernalillo,_PRECINCT 535,_PRECINCT 535,192,158,69,3,1,1,1,0,251,159,173,230,211,195
0,_Bernalillo,_PRECINCT 536,_PRECINCT 536,140,124,44,3,1,1,0,0,173,130,127,174,152,146
0,_Bernalillo,_PRECINCT 537,_PRECINCT 537,407,276,90,4,4,2,2,0,447,316,262,506,325,426
0,_Bernalillo,_PRECINCT 538,_PRECINCT 538,356,258,52,5,11,2,0,0,388,272,237,419,293,350
0,_Bernalillo,_PRECINCT 539,_PRECINCT 539,448,351,75,10,7,0,0,0,507,345,306,552,372,477
0,_Bernalillo,_PRECINCT 540,_PRECINCT 540,310,292,80,10,8,0,0,1,395,283,229,444,301,360
0,_Bernalillo,_PRECINCT 541,_PRECINCT 541,451,964,195,5,9,6,0,0,567,1008,344,1245,409,1146
0,_Bernalillo,_PRECINCT 542,_PRECINCT 542,233,178,76,4,3,1,0,1,292,180,201,270,245,219
0,_Bernalillo,_PRECINCT 543,_PRECINCT 543,170,124,58,3,1,0,0,0,216,129,150,188,182,155
0,_Bernalillo,_PRECINCT 544,_PRECINCT 544,269,239,64,6,3,5,1,0,349,215,246,315,284,272
0,_Bernalillo,_PRECINCT 545,_PRECINCT 545,245,205,48,11,6,2,0,0,301,196,199,294,244,243
0,_Bernalillo,_PRECINCT 546,_PRECINCT 546,227,273,60,8,10,2,1,1,302,260,172,391,196,358
0,_Bernalillo,_PRECINCT 547,_PRECINCT 547,251,169,61,2,3,1,0,0,285,181,218,250,252,207
0,_Bernalillo,_PRECINCT 548,_PRECINCT 548,343,339,82,5,10,1,1,0,413,348,248,510,309,441
0,_Bernalillo,_PRECINCT 549,_PRECINCT 549,296,277,86,12,6,2,0,0,365,295,245,410,280,362
0,_Bernalillo,_PRECINCT 550,_PRECINCT 550,251,196,58,6,6,5,0,0,309,197,204,292,243,251
0,_Bernalillo,_PRECINCT 551,_PRECINCT 551,91,55,18,2,1,0,0,0,103,58,80,82,98,61
0,_Bernalillo,_PRECINCT 552,_PRECINCT 552,358,367,88,9,6,3,0,0,436,365,301,491,370,408
0,_Bernalillo,_PRECINCT 553,_PRECINCT 553,550,860,202,23,16,1,3,0,685,917,459,1135,528,1026
0,_Bernalillo,_PRECINCT 554,_PRECINCT 554,204,193,47,3,6,2,1,2,260,187,198,246,230,206
0,_Bernalillo,_PRECINCT 555,_PRECINCT 555,190,196,48,11,1,6,0,0,221,219,152,285,190,241
0,_Bernalillo,_PRECINCT 556,_PRECINCT 556,197,186,51,1,10,1,1,0,225,216,167,273,178,254
0,_Bernalillo,_PRECINCT 557,_PRECINCT 557,588,1023,222,29,25,1,3,1,815,1015,536,1299,611,1187
0,_Bernalillo,_PRECINCT 558,_PRECINCT 558,174,191,40,6,3,1,0,0,221,187,151,252,169,225
0,_Bernalillo,_PRECINCT 559,_PRECINCT 559,476,471,145,9,3,3,0,0,579,513,411,669,488,567
0,_Bernalillo,_PRECINCT 560,_PRECINCT 560,414,565,104,6,15,0,0,0,476,590,279,786,349,693
0,_Bernalillo,_PRECINCT 561,_PRECINCT 561,310,317,118,7,10,0,4,0,425,317,258,483,310,413
0,_Bernalillo,_PRECINCT 562,_PRECINCT 562,549,346,107,6,7,1,2,0,614,351,348,627,466,492
0,_Bernalillo,_PRECINCT 563,_PRECINCT 563,329,398,107,7,17,1,0,0,424,410,223,610,279,542
0,_Bernalillo,_PRECINCT 564,_PRECINCT 564,167,201,48,2,6,1,0,0,194,210,107,300,125,272
0,_Bernalillo,_PRECINCT 565,_PRECINCT 565,227,248,49,4,7,2,0,1,288,228,160,358,203,313
0,_Bernalillo,_PRECINCT 566,_PRECINCT 566,398,453,104,1,5,0,0,0,470,464,261,666,300,619
0,_Bernalillo,_PRECINCT 567,_PRECINCT 567,44,55,11,1,0,0,0,0,45,64,21,89,32,79
0,_Bernalillo,_PRECINCT 568,_PRECINCT 568,336,533,73,6,5,1,0,0,394,527,219,712,270,644
0,_Bernalillo,_PRECINCT 569,_PRECINCT 569,581,465,126,3,9,0,0,0,640,514,388,753,476,661
0,_Bernalillo,_PRECINCT 570,_PRECINCT 570,318,334,92,9,6,0,1,0,385,354,267,460,300,416
0,_Bernalillo,_PRECINCT 571,_PRECINCT 571,367,421,117,14,5,3,0,0,472,415,332,563,398,477
0,_Bernalillo,_PRECINCT 572,_PRECINCT 572,145,171,50,2,2,0,1,0,196,163,137,222,156,195
0,_Bernalillo,_PRECINCT 573,_PRECINCT 573,380,486,78,7,7,5,1,0,442,491,317,612,347,570
0,_Bernalillo,_PRECINCT 601,_PRECINCT 601,275,321,87,4,6,1,0,1,343,331,197,469,242,417
0,_Bernalillo,_PRECINCT 602,_PRECINCT 602,509,770,124,11,14,5,2,1,602,774,364,1028,424,958
0,_Bernalillo,_PRECINCT 603,_PRECINCT 603,1097,982,214,21,28,2,1,2,1226,1054,715,1553,877,1344
0,_Catron,_PRECINCT 001,_PRECINCT 001,76,262,28,4,3,0,0,0,117,222,112,225,105,221
0,_Catron,_PRECINCT 002,_PRECINCT 002,74,339,22,6,3,3,0,0,103,322,95,324,94,321
0,_Catron,_PRECINCT 003,_PRECINCT 003,90,185,17,3,1,1,0,0,121,161,103,177,101,173
0,_Catron,_PRECINCT 004,_PRECINCT 004,43,163,6,0,1,0,0,0,59,146,46,147,53,142
0,_Catron,_PRECINCT 005,_PRECINCT 005,124,436,31,8,2,7,0,1,168,424,131,452,149,430
0,_Catron,_PRECINCT 006,_PRECINCT 006,20,79,7,2,1,1,0,0,31,80,26,84,23,86
0,_Chaves,_PRECINCT 001,_PRECINCT 001,62,314,19,0,0,2,1,0,78,317,69,320,67,322
0,_Chaves,_PRECINCT 002,_PRECINCT 002,91,276,30,2,2,0,0,0,112,286,110,286,96,300
0,_Chaves,_PRECINCT 003,_PRECINCT 003,104,306,33,2,6,0,0,1,135,309,118,319,118,314
0,_Chaves,_PRECINCT 004,_PRECINCT 004,110,257,32,3,5,1,0,0,121,272,121,272,120,269
0,_Chaves,_PRECINCT 005,_PRECINCT 005,194,777,60,2,10,1,0,1,265,770,226,788,208,797
0,_Chaves,_PRECINCT 006,_PRECINCT 006,106,296,22,6,0,1,3,2,134,297,132,292,118,305
0,_Chaves,_PRECINCT 007,_PRECINCT 007,106,411,35,2,3,0,0,0,158,393,123,423,118,428
0,_Chaves,_PRECINCT 009,_PRECINCT 009,124,530,39,3,10,4,0,0,167,529,141,550,130,566
0,_Chaves,_PRECINCT 010,_PRECINCT 010,71,505,30,1,1,1,0,0,101,499,76,515,71,523
0,_Chaves,_PRECINCT 011,_PRECINCT 011,125,565,53,2,2,0,0,1,157,573,116,604,120,598
0,_Chaves,_PRECINCT 012,_PRECINCT 012,32,284,25,4,3,1,0,0,66,279,44,293,44,291
0,_Chaves,_PRECINCT 013,_PRECINCT 013,137,258,31,2,4,0,1,2,155,273,166,253,149,269
0,_Chaves,_PRECINCT 014,_PRECINCT 014,134,244,45,1,7,0,0,0,160,257,146,268,146,269
0,_Chaves,_PRECINCT 015,_PRECINCT 015,74,152,23,2,0,2,0,0,94,157,80,166,81,167
0,_Chaves,_PRECINCT 016,_PRECINCT 016,77,180,21,1,0,0,1,0,100,169,81,187,78,188
0,_Chaves,_PRECINCT 021,_PRECINCT 021,181,583,52,5,1,1,0,1,222,588,182,626,177,626
0,_Chaves,_PRECINCT 022,_PRECINCT 022,144,314,43,7,4,0,1,0,175,325,149,343,150,342
0,_Chaves,_PRECINCT 023,_PRECINCT 023,92,180,30,1,1,0,0,0,107,188,113,175,106,180
0,_Chaves,_PRECINCT 024,_PRECINCT 024,68,101,19,1,0,0,0,0,79,105,83,96,79,101
0,_Chaves,_PRECINCT 025,_PRECINCT 025,80,135,21,4,2,0,0,0,98,140,95,136,102,130
