IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_OR_20201103_GEN_PRE_DEM_BIDEN,USA_OR_20201103_GEN_PRE_REP_TRUMP,USA_OR_20201103_GEN_PRE_LIB_JORGENSEN,USA_OR_20201103_GEN_PRE_GRE_HAWKINS,USA_OR_20201103_GEN_PRE_PRO_HUNTER,USA_OR_20201103_GEN_PRE_OTH_WRITEIN,USA_OR_20201103_GEN_USS_DEM_MERKLEY,USA_OR_20201103_GEN_USS_REP_PERKINS,USA_OR_20201103_GEN_USS_LIB_DYE,USA_OR_20201103_GEN_USS_GRE_TAHER,USA_OR_20201103_GEN_USS_OTH_WRITEIN,USA_OR_20201103_GEN_ATG_DEM_ROSENBLUM,USA_OR_20201103_GEN_ATG_REP_CROSS,USA_OR_20201103_GEN_ATG_LIB_HEDBOR,USA_OR_20201103_GEN_ATG_OTH_WRITEIN,USA_OR_20201103_GEN_SOS_DEM_FAGAN,USA_OR_20201103_GEN_SOS_REP_THATCHER,USA_OR_20201103_GEN_SOS_LIB_MARKLEY,USA_OR_20201103_GEN_SOS_GRE_PARAVICINI,USA_OR_20201103_GEN_SOS_OTH_WRITEIN,USA_OR_20201103_GEN_TRE_DEM_READ,USA_OR_20201103_GEN_TRE_REB_GUDMAN,USA_OR_20201103_GEN_TRE_IND_HENRY,USA_OR_20201103_GEN_TRE_CON_MARSH,USA_OR_20201103_GEN_TRE_OTH_WRITEIN
0,_Baker,_Baker City 1,_01,252,667,16,2,2,6,279,622,15,12,0,250,599,34,4,223,641,22,26,2,221,612,32,37,1
0,_Baker,_Baker City 2,_02,311,618,13,2,1,6,324,582,19,13,1,297,565,37,5,269,611,25,24,0,265,566,46,42,0
0,_Baker,_Baker City 3,_03,263,750,22,3,4,3,305,686,28,10,0,271,668,42,9,232,740,30,26,0,250,654,40,57,2
0,_Baker,_Baker City 4,_04,275,937,17,7,1,9,324,865,16,8,1,275,863,25,1,242,920,28,16,0,257,852,39,39,4
0,_Baker,_Baker City 5,_05,313,940,22,6,4,5,363,877,14,8,1,304,861,39,4,281,916,27,18,1,276,848,37,65,1
0,_Baker,_Baker,_13,133,627,12,1,1,1,150,594,20,2,3,124,586,29,3,100,629,21,6,1,114,591,9,36,1
0,_Baker,_Durkee,_14,5,83,0,1,0,0,8,76,0,0,0,9,70,2,0,6,76,1,1,0,6,72,1,3,0
0,_Baker,_Eagle Valley,_15,82,353,5,0,0,1,92,332,10,1,1,81,318,16,6,76,343,13,3,0,79,328,6,19,0
0,_Baker,_Haines,_17,129,504,7,3,0,2,148,464,11,2,0,113,481,13,3,105,493,20,7,0,120,467,11,23,0
0,_Baker,_Hereford,_18,5,76,0,0,0,0,3,75,1,0,0,4,65,9,0,4,73,1,0,0,3,72,1,2,0
0,_Baker,_Huntington,_19,53,224,9,1,1,0,68,195,14,5,0,64,189,15,0,60,201,12,7,0,64,183,14,10,0
0,_Baker,_Irondyke,_20,20,51,0,1,0,0,19,48,0,1,0,16,50,1,0,15,50,2,1,0,18,44,1,5,0
0,_Baker,_Keating,_21,18,151,4,0,0,0,24,146,2,0,0,20,143,6,0,13,151,6,2,0,18,142,3,6,0
0,_Baker,_Pine Valley,_22,206,441,5,5,0,2,228,412,7,5,0,217,387,14,5,187,444,8,15,0,197,405,25,20,0
0,_Baker,_Poco-Wing,_24,207,606,8,1,0,5,217,576,15,4,0,195,562,16,0,173,607,14,6,0,171,577,20,21,0
0,_Baker,_Sumpter,_25,66,237,2,0,1,1,72,228,2,0,0,66,211,7,0,58,232,3,4,0,57,228,2,5,0
0,_Baker,_Unity,_26,8,87,2,0,1,0,9,85,2,0,0,8,77,5,2,8,83,4,1,0,7,80,2,5,0
0,_Benton,_Corvallis 1,_01,3038,841,75,32,9,33,2935,876,63,86,4,2852,932,71,6,2536,1063,105,156,5,2623,1018,170,39,4
0,_Benton,_Corvallis 2,_02,1923,340,66,25,11,25,1853,316,69,116,2,1859,337,73,10,1569,369,86,266,2,1625,372,236,40,3
0,_Benton,_Corvallis 3,_03,2753,684,87,36,17,39,2697,698,77,102,3,2646,726,98,7,2344,803,98,267,1,2378,775,261,64,2
0,_Benton,_Corvallis 4,_04,1118,182,25,15,4,12,1084,183,24,50,2,1050,207,30,2,929,236,33,98,3,939,206,103,27,1
0,_Benton,_Corvallis 5,_05,1991,245,65,21,12,22,1910,248,54,95,1,1884,284,52,6,1629,314,72,214,5,1663,320,188,37,3
0,_Benton,_Corvallis 6,_06,2647,577,67,25,6,38,2619,545,54,108,2,2582,573,71,8,2257,643,91,246,6,2327,620,235,39,3
0,_Benton,_Corvallis 7,_07,3500,509,67,24,15,21,3415,508,63,89,5,3328,568,65,12,3051,645,79,210,9,3094,611,221,45,5
0,_Benton,_Corvallis 8,_08,3380,757,60,20,8,33,3282,786,71,53,3,3171,848,57,9,2850,1016,82,158,4,2951,955,149,34,6
0,_Benton,_Corvallis 9,_09,2528,859,92,22,15,37,2456,870,75,82,3,2391,912,100,4,2098,1029,96,201,0,2161,954,227,61,2
0,_Benton,_Philomath City,_10,1887,1106,104,25,9,22,1840,1099,88,69,2,1780,1152,101,10,1577,1222,101,149,3,1625,1140,178,85,3
0,_Benton,_N Albany,_11,3118,2684,135,19,5,67,3076,2646,134,68,7,2918,2748,125,26,2540,2956,179,170,5,2695,2767,214,133,5
0,_Benton,_Adair Village,_12,360,242,24,3,1,7,352,243,15,19,2,331,260,28,4,294,272,25,37,1,312,268,30,13,1
0,_Benton,_Monroe City,_13,148,199,6,1,0,0,154,184,8,4,0,145,182,11,1,132,195,9,8,1,136,185,10,9,1
0,_Benton,_Alsea School,_14,229,357,6,7,2,3,227,342,10,13,0,217,350,15,5,186,360,16,27,1,201,335,32,15,2
0,_Benton,_Northwest,_15,1266,1158,57,10,11,23,1283,1147,41,21,3,1211,1155,54,23,1083,1241,52,92,5,1112,1153,104,63,9
0,_Benton,_Corvallis Rural,_16,2115,867,43,19,6,35,2044,897,50,55,4,1974,928,73,6,1800,1012,68,113,2,1841,964,119,45,3
0,_Benton,_North,_17,1015,395,28,7,4,12,992,408,22,22,0,954,416,32,8,872,461,37,42,0,893,448,53,17,1
0,_Benton,_Albany Rural,_18,674,835,35,7,0,16,656,835,29,9,5,619,847,35,4,526,906,32,37,4,555,866,47,33,3
0,_Benton,_South,_19,640,455,18,8,1,8,640,441,27,15,1,619,458,20,3,570,483,25,31,1,582,461,37,16,1
0,_Benton,_Monroe Rural,_20,613,963,38,3,5,5,642,920,25,18,2,598,926,44,6,550,972,38,31,1,577,907,56,27,2
0,_Benton,_Philomath Rural,_21,206,166,14,1,1,6,209,158,15,5,0,193,164,12,3,173,184,12,12,0,179,169,13,17,0
0,_Benton,_Adair Rural,_22,293,190,12,1,0,5,282,194,11,2,1,268,204,12,0,240,217,13,15,0,247,207,13,10,0
0,_Benton,_Highway 20,_23,385,267,18,4,1,5,373,267,16,17,0,360,275,20,0,312,290,17,34,1,325,265,38,25,0
0,_Clackamas,_000,_000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clackamas,_002,_002,3045,2007,94,29,7,42,2990,1854,113,126,6,2859,1909,135,17,2579,2014,164,226,7,2591,1922,271,132,3
0,_Clackamas,_003,_003,3562,2937,158,31,18,58,3512,2760,146,122,4,3300,2824,165,22,3026,2935,232,215,7,3071,2796,301,152,5
0,_Clackamas,_004,_004,148,124,2,0,0,0,138,115,7,2,0,128,122,4,0,120,125,5,9,0,122,122,8,3,0
0,_Clackamas,_005,_005,1286,1209,64,12,7,17,1261,1154,54,38,2,1177,1184,62,6,1077,1218,75,96,1,1105,1158,117,63,1
0,_Clackamas,_006,_006,2374,2442,94,14,8,33,2300,2363,81,57,2,2170,2397,78,25,1981,2508,122,103,2,2025,2403,136,108,3
0,_Clackamas,_007/010,_007/010,838,673,42,13,1,7,816,633,45,33,0,774,644,35,8,703,663,60,63,0,726,637,74,36,1
0,_Clackamas,_031,_031,1458,1047,57,14,6,19,1455,962,63,31,1,1372,989,66,4,1214,1049,102,94,2,1253,960,137,78,2
0,_Clackamas,_032,_032,2255,1638,87,12,11,32,2202,1511,84,66,6,2081,1514,109,21,1874,1625,129,151,3,1923,1532,168,112,3
0,_Clackamas,_033,_033,355,204,19,3,4,4,336,211,21,13,0,330,218,12,2,297,222,25,21,0,302,226,28,12,0
0,_Clackamas,_040,_040,154,126,4,2,1,0,142,123,3,9,0,136,120,8,0,131,127,7,12,0,137,123,7,5,0
0,_Clackamas,_051,_051,56,23,3,1,0,0,55,17,4,7,0,52,18,10,0,46,16,7,12,0,51,15,10,2,0
0,_Clackamas,_052,_052,496,201,9,5,1,4,460,194,17,27,0,458,202,19,0,429,204,17,39,0,414,207,45,11,0
0,_Clackamas,_053,_053,4935,1785,123,51,23,60,4818,1655,130,185,5,4662,1753,138,23,4272,1803,195,359,6,4273,1758,409,113,4
0,_Clackamas,_055,_055,3929,1816,103,24,11,45,3828,1724,98,135,1,3690,1813,114,20,3368,1889,157,260,6,3376,1826,314,98,4
0,_Clackamas,_070/071,_070/071,126,22,9,0,0,2,121,31,3,1,0,117,38,1,0,101,51,3,1,0,102,49,5,0,0
0,_Clackamas,_072,_072,68,30,5,1,0,2,69,35,1,0,1,66,29,5,1,62,34,5,2,0,61,34,3,3,0
0,_Clackamas,_073,_073,118,80,4,1,0,0,116,75,6,3,0,109,81,3,0,97,83,4,7,0,97,80,11,2,0
0,_Clackamas,_074,_074,26,27,2,1,0,1,22,29,3,1,0,18,26,2,3,16,35,1,0,0,14,34,1,0,1
0,_Clackamas,_099/100,_099/100,209,217,2,1,0,1,206,202,2,6,0,193,210,3,2,172,214,13,6,0,179,215,7,7,0
0,_Clackamas,_101,_101,4062,3044,117,26,6,41,3861,2983,107,86,5,3560,3122,110,29,3284,3279,153,187,3,3279,3193,211,131,3
0,_Clackamas,_102,_102,406,309,9,4,1,7,387,295,14,7,0,350,298,9,9,335,315,20,15,0,339,288,26,18,0
0,_Clackamas,_103/104,_103/104,2001,1591,48,13,8,26,1881,1559,56,53,3,1736,1632,46,17,1629,1709,67,79,0,1598,1686,98,58,0
0,_Clackamas,_105,_105,619,470,19,7,2,16,570,481,20,24,1,535,507,14,6,506,530,21,28,1,490,532,33,10,0
0,_Clackamas,_106,_106,862,1399,79,9,4,23,883,1316,76,34,0,826,1308,82,12,744,1351,91,77,1,762,1284,86,95,0
0,_Clackamas,_107,_107,665,1016,49,8,4,10,669,923,50,29,2,634,927,59,9,549,963,70,64,1,571,900,83,70,3
0,_Clackamas,_108,_108,1962,2598,153,23,7,41,1964,2449,136,79,3,1859,2470,147,29,1663,2520,213,152,3,1734,2393,217,155,5
0,_Clackamas,_111,_111,1557,3193,103,26,11,25,1577,2926,109,94,5,1478,2923,132,43,1306,3033,169,118,8,1373,2828,199,177,7
0,_Clackamas,_122,_122,2469,2813,112,17,6,44,2441,2674,107,58,2,2289,2680,119,24,2081,2802,176,151,1,2125,2657,205,156,1
0,_Clackamas,_124,_124,1485,1777,74,10,2,29,1468,1745,56,44,2,1342,1760,69,16,1238,1847,77,88,1,1290,1745,98,80,1
0,_Clackamas,_125,_125,639,646,30,8,1,11,650,611,22,23,0,593,637,22,4,534,666,33,42,1,572,615,39,30,1
0,_Clackamas,_127,_127,29,37,0,0,0,0,26,34,1,0,0,25,32,4,0,21,36,2,3,0,23,31,3,3,0
0,_Clackamas,_131,_131,3971,2068,97,17,9,54,3759,2152,89,60,6,3492,2242,106,21,3218,2419,121,169,8,3208,2430,162,69,6
0,_Clackamas,_132,_132,2938,1495,75,10,3,41,2812,1506,82,44,6,2677,1539,63,18,2449,1683,108,106,3,2445,1672,146,53,2
0,_Clackamas,_133,_133,1295,556,44,11,3,19,1254,564,36,33,0,1206,569,44,5,1106,635,40,70,1,1095,642,71,21,1
0,_Clackamas,_134,_134,39,34,4,0,0,0,35,35,2,1,0,35,34,0,0,32,37,2,0,0,28,39,0,0,0
0,_Clackamas,_135,_135,3526,1524,91,11,9,57,3352,1606,94,75,6,3214,1691,99,14,2916,1822,146,165,1,2953,1837,165,65,1
0,_Clackamas,_151,_151,1862,663,38,6,2,32,1785,725,35,26,7,1662,784,41,3,1490,914,48,61,1,1416,1001,74,15,0
0,_Clackamas,_153,_153,5198,1874,96,12,5,59,4897,2010,104,81,11,4589,2214,99,14,4179,2419,158,204,5,3992,2695,211,56,2
0,_Clackamas,_154,_154,713,279,6,1,0,4,674,300,7,4,0,628,319,7,1,587,349,10,11,0,568,363,18,11,0
0,_Clackamas,_155,_155,439,136,15,3,1,4,408,147,10,12,2,388,160,9,0,345,192,16,15,0,337,205,15,8,0
0,_Clackamas,_156,_156,4330,1667,79,12,4,55,4122,1750,65,69,14,3869,1887,88,13,3575,2066,120,133,7,3356,2314,169,50,1
0,_Clackamas,_157,_157,228,92,3,1,0,3,222,91,5,4,1,210,102,4,1,182,114,2,17,0,185,116,13,2,0
0,_Clackamas,_159,_159,5202,1814,89,17,11,75,4924,1898,122,102,3,4635,2048,122,15,4206,2252,182,241,8,4018,2574,216,52,5
0,_Clackamas,_160,_160,309,160,4,1,1,3,286,174,4,5,1,266,184,7,2,250,199,4,10,3,225,216,11,2,1
0,_Clackamas,_201,_201,2656,1465,84,13,2,35,2511,1478,82,57,6,2377,1552,78,15,2152,1714,100,121,2,2203,1646,138,61,0
0,_Clackamas,_202,_202,2909,1746,131,24,12,44,2780,1718,112,119,4,2657,1777,131,25,2347,1903,156,215,6,2382,1855,240,116,3
0,_Clackamas,_203,_203,1210,1079,10,0,0,11,1177,1083,18,8,1,1132,1088,16,6,1011,1191,39,23,0,1054,1157,32,12,1
0,_Clackamas,_204,_204,1566,1012,55,11,3,32,1487,999,58,38,3,1380,1062,67,3,1251,1150,65,94,1,1252,1092,117,55,0
0,_Clackamas,_251/252,_251/252,1282,674,31,1,2,36,1205,734,23,21,1,1111,780,28,8,1021,848,38,49,0,1035,851,44,12,0
0,_Clackamas,_280,_280,983,405,26,6,3,6,925,422,32,20,0,878,433,30,1,782,477,35,59,0,790,487,57,16,1
0,_Clackamas,_281,_281,852,370,17,2,6,6,811,369,19,22,1,791,354,24,6,716,401,27,50,1,708,426,42,12,0
0,_Clackamas,_282,_282,349,144,12,0,0,4,333,150,12,5,2,316,147,11,4,283,163,18,15,1,286,160,21,10,1
0,_Clackamas,_283,_283,304,138,7,0,2,6,286,153,5,3,1,263,169,2,2,251,178,6,5,0,234,190,11,3,0
0,_Clackamas,_284,_284,204,83,5,1,2,5,200,88,7,1,0,183,93,8,2,172,97,13,6,0,163,115,7,2,0
0,_Clackamas,_320,_320,283,143,9,0,0,11,276,149,8,1,0,247,169,7,1,230,181,8,12,0,226,200,2,0,0
0,_Clackamas,_321,_321,1351,1160,44,5,1,22,1252,1216,36,25,3,1167,1211,42,14,1052,1325,42,50,0,1053,1320,46,33,1
0,_Clackamas,_322,_322,565,608,24,0,0,13,533,636,15,14,2,496,644,19,1,449,690,22,17,0,434,686,29,14,0
0,_Clackamas,_323,_323,790,790,35,4,4,12,748,812,30,22,1,706,825,35,9,622,900,35,29,0,654,839,49,35,0
0,_Clackamas,_330,_330,922,1726,45,13,3,23,892,1704,47,29,6,832,1680,63,38,740,1796,57,47,4,781,1683,89,67,3
0,_Clackamas,_331,_331,337,423,7,1,0,3,309,409,13,12,0,294,411,17,9,252,442,17,23,0,266,431,24,13,0
0,_Clackamas,_332,_332,213,284,13,1,1,3,204,283,15,3,0,201,279,17,8,179,296,20,11,0,189,282,20,14,0
0,_Clackamas,_333,_333,599,819,32,4,2,8,606,772,32,17,1,551,802,33,7,500,820,41,37,0,523,782,46,38,0
0,_Clackamas,_350,_350,523,1344,49,7,3,11,557,1276,41,23,2,525,1258,47,17,455,1314,61,36,1,475,1224,64,83,1
0,_Clackamas,_351,_351,901,2340,46,6,6,18,923,2213,57,26,3,860,2135,75,45,805,2232,91,54,0,819,2138,76,112,2
0,_Clackamas,_352,_352,804,1947,46,11,6,15,832,1848,40,36,6,789,1804,71,45,710,1911,72,44,2,739,1809,71,98,3
0,_Clackamas,_359,_359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clackamas,_360,_360,1001,1709,57,14,5,18,1031,1595,46,30,3,975,1578,58,12,880,1627,82,69,2,882,1536,106,91,5
0,_Clackamas,_361/362,_361/362,556,976,27,6,2,10,573,925,21,17,1,524,927,34,7,503,931,42,37,1,506,894,52,44,0
0,_Clackamas,_363,_363,239,462,13,3,0,3,243,433,16,8,1,232,433,15,2,198,455,17,16,1,221,405,21,31,0
0,_Clackamas,_364,_364,322,511,17,4,2,4,318,492,9,14,1,307,493,14,7,285,507,15,23,2,281,489,35,18,1
0,_Clackamas,_370,_370,1156,1832,54,11,5,12,1142,1738,66,39,1,1095,1724,76,14,1013,1805,76,62,1,996,1695,108,106,3
0,_Clackamas,_371,_371,340,432,12,1,1,4,334,412,12,9,0,306,417,15,6,283,427,17,23,1,291,422,22,14,0
0,_Clackamas,_372,_372,168,314,7,2,1,2,170,305,6,4,0,159,304,12,4,148,300,9,18,2,154,294,8,16,0
0,_Clackamas,_373,_373,2027,1647,105,28,13,28,2004,1543,109,93,2,1999,1580,138,14,1799,1644,130,191,2,1832,1597,208,92,0
0,_Clackamas,_400,_400,608,786,18,4,3,12,597,757,21,19,0,560,740,30,10,532,778,23,34,0,535,741,44,25,0
0,_Clackamas,_401,_401,580,879,18,4,2,8,570,837,28,15,0,509,852,31,8,470,894,30,29,0,491,838,39,47,2
0,_Clackamas,_402,_402,552,951,23,1,3,10,547,943,19,13,0,505,948,23,8,473,981,30,18,0,470,942,37,32,0
0,_Clackamas,_403,_403,490,671,15,7,2,11,485,640,26,9,2,462,640,15,8,426,663,26,29,0,424,644,30,30,0
0,_Clackamas,_404,_404,1460,2467,72,11,9,28,1451,2368,62,43,4,1329,2365,86,15,1224,2438,95,102,3,1240,2333,120,102,1
0,_Clackamas,_405,_405,595,1210,23,5,2,13,613,1137,23,19,1,573,1131,23,12,544,1169,35,42,1,541,1098,57,52,1
0,_Clackamas,_406,_406,190,205,5,1,0,0,181,196,5,5,0,175,197,5,3,163,198,9,12,0,160,188,18,9,0
0,_Clackamas,_410,_410,1053,672,31,4,3,15,1003,629,38,35,2,958,653,31,2,876,678,49,67,3,854,672,93,22,1
0,_Clackamas,_411,_411,1699,1387,49,11,3,16,1641,1338,44,26,3,1505,1399,41,10,1463,1398,73,61,5,1427,1400,97,34,4
0,_Clackamas,_412,_412,1053,1079,38,7,3,18,1012,1051,37,29,2,944,1057,36,11,869,1099,48,72,1,905,1060,63,35,1
0,_Clackamas,_413,_413,1219,909,72,10,4,19,1161,845,67,70,1,1124,870,68,4,1030,906,80,93,2,1047,856,117,58,3
0,_Clackamas,_414,_414,137,218,11,1,0,4,138,214,7,7,0,128,213,8,5,117,228,4,10,0,123,209,9,10,2
0,_Clackamas,_415,_415,50,76,1,1,0,0,54,69,1,2,0,47,71,1,2,44,75,2,2,0,47,74,1,0,0
0,_Clackamas,_416,_416,2389,1691,63,8,8,36,2264,1676,60,59,1,2108,1710,66,9,1931,1792,82,153,2,1927,1740,143,91,2
0,_Clackamas,_417/418,_417/418,1398,1044,18,6,0,11,1310,1014,33,42,0,1240,1010,37,11,1129,1060,55,79,3,1131,1055,69,40,0
0,_Clackamas,_419,_419,197,123,5,1,0,0,191,119,8,2,0,181,127,2,0,158,132,8,14,1,164,131,14,5,0
0,_Clackamas,_420,_420,774,371,25,11,3,8,753,354,25,29,0,723,355,38,2,683,364,33,57,0,672,354,77,19,0
0,_Clackamas,_421,_421,1679,1106,62,10,3,21,1633,1054,59,43,3,1554,1062,85,11,1454,1114,102,72,1,1464,1091,109,53,1
0,_Clackamas,_422,_422,4008,2066,113,43,16,47,3847,1823,145,212,8,3784,1844,182,19,3462,1941,209,298,12,3480,1835,394,141,9
0,_Clackamas,_500,_500,183,122,7,1,3,3,176,123,5,8,0,169,120,8,0,157,133,9,5,0,157,129,11,3,0
0,_Clackamas,_501,_501,2904,1084,67,28,7,17,2813,1024,77,108,3,2732,1060,95,15,2514,1126,106,181,3,2509,1091,222,73,1
0,_Clackamas,_502,_502,4267,2124,136,43,15,48,4184,1985,148,140,9,4028,2049,147,26,3743,2152,191,233,9,3734,2080,324,124,11
0,_Clackamas,_503,_503,1649,1066,49,14,6,30,1622,1029,42,44,5,1555,1043,63,12,1447,1115,66,82,2,1460,1068,92,67,2
0,_Clackamas,_504,_504,3112,1944,110,36,13,36,3074,1796,117,119,5,2899,1846,140,19,2666,1945,175,191,7,2694,1841,258,129,5
0,_Clackamas,_505,_505,84,54,2,0,1,1,79,46,6,2,0,75,52,2,3,57,61,11,6,0,72,49,7,6,0
0,_Clackamas,_506,_506,1238,988,50,8,3,3,1236,899,42,41,0,1177,889,64,9,1079,918,90,80,2,1099,892,93,63,1
0,_Clackamas,_510,_510,440,506,25,4,2,7,436,487,23,9,0,405,489,32,1,369,507,34,24,0,379,488,29,28,0
0,_Clackamas,_511,_511,958,1548,56,10,5,16,951,1496,49,31,2,881,1502,58,17,812,1557,58,63,4,812,1487,84,87,1
0,_Clackamas,_512,_512,730,740,21,11,8,12,741,689,24,25,5,690,706,32,6,608,741,52,51,4,646,705,64,31,2
0,_Clackamas,_513,_513,952,1114,36,15,4,16,937,1093,37,26,1,886,1101,36,6,786,1170,55,56,0,828,1077,68,65,0
0,_Clackamas,_514,_514,2640,3725,102,26,11,50,2600,3546,122,75,6,2432,3535,119,52,2163,3720,169,158,8,2295,3489,199,162,5
0,_Clackamas,_515,_515,511,459,21,3,0,7,493,444,23,13,2,453,467,12,0,425,476,29,26,0,432,439,51,29,0
0,_Clackamas,_516,_516,360,579,12,3,0,3,352,561,10,8,0,335,557,15,2,309,567,10,27,1,323,538,26,26,0
0,_Clackamas,_517,_517,648,1196,18,9,0,5,648,1142,28,20,2,583,1137,31,15,540,1171,30,54,3,555,1099,71,54,1
0,_Clackamas,_518,_518,267,422,16,5,1,5,284,402,16,7,0,249,423,22,3,226,421,29,20,1,237,402,30,28,0
0,_Clackamas,_519,_519,313,481,11,2,1,4,320,455,13,15,0,291,459,17,6,252,489,16,28,1,263,457,25,30,0
0,_Clatsop,_ASTORIA,_01,368,170,14,5,2,5,372,153,13,20,0,355,162,20,1,326,167,21,30,0,314,169,35,17,1
0,_Clatsop,_ASTORIA,_02,600,183,13,1,3,3,602,162,13,13,1,585,167,18,4,530,188,23,33,1,551,176,31,15,0
0,_Clatsop,_ASTORIA,_03,665,303,20,11,3,8,672,271,26,31,0,649,288,29,6,582,313,37,55,0,599,293,60,20,0
0,_Clatsop,_ASTORIA,_04,337,216,9,6,2,4,348,190,9,18,0,331,195,16,6,287,211,21,34,1,300,203,36,13,0
0,_Clatsop,_ASTORIA,_05,671,195,21,7,2,8,676,182,18,21,0,654,192,21,7,580,224,19,56,0,619,193,46,21,0
0,_Clatsop,_ASTORIA,_06,371,127,10,3,2,2,358,123,13,12,0,350,120,20,1,320,135,19,20,0,320,117,35,14,0
0,_Clatsop,_ASTORIA,_07,639,237,10,2,0,6,644,211,8,13,1,620,227,13,0,568,248,10,34,0,579,220,42,16,0
0,_Clatsop,_ASTORIA,_08,322,183,10,6,2,0,313,181,8,16,0,323,170,20,2,288,184,18,24,0,300,179,26,10,0
0,_Clatsop,_CANNON BEACH,_20,746,283,13,3,3,10,737,285,14,8,1,714,292,17,1,650,322,20,32,2,680,299,27,15,3
0,_Clatsop,_CHADWELL,_21,203,355,21,0,0,4,216,339,12,5,0,194,339,18,7,170,360,13,19,0,188,332,22,18,1
0,_Clatsop,_NORTH CLATSOP,_22,318,412,7,5,0,4,331,389,13,7,0,311,384,18,4,286,408,14,15,0,292,382,25,24,0
0,_Clatsop,_SOUTH CLATSOP,_23,576,597,15,4,0,10,578,581,20,14,1,558,579,21,3,504,606,29,27,0,528,563,37,27,0
0,_Clatsop,_ELSIE,_24,113,108,5,0,1,3,114,102,5,2,0,108,104,5,0,102,102,8,4,0,98,102,11,5,0
0,_Clatsop,_GEARHART,_25,792,480,26,6,2,6,790,461,23,15,1,759,482,29,2,667,535,22,45,0,700,503,47,10,1
0,_Clatsop,_HAMLET,_26,146,128,5,0,1,2,148,122,7,2,0,148,119,5,4,133,122,6,10,0,145,113,6,6,0
0,_Clatsop,_JEWELL,_28,152,252,14,5,1,3,160,241,8,6,0,155,242,10,1,136,247,14,11,0,134,237,17,14,1
0,_Clatsop,_JOHN DAY,_29,161,174,5,5,2,5,165,169,4,10,2,152,185,4,0,131,196,2,11,3,130,188,14,5,1
0,_Clatsop,_KNAPPA,_30,485,611,13,4,3,3,488,573,23,15,0,467,589,22,4,407,629,24,28,0,426,575,37,44,0
0,_Clatsop,_LEWIS & CLARK,_31,419,524,17,4,1,4,421,492,22,9,2,407,484,28,5,359,520,26,29,1,375,484,38,25,1
0,_Clatsop,_NECANICUM,_35,141,155,6,1,0,1,137,148,6,2,0,127,154,7,0,119,159,8,6,1,116,153,11,7,0
0,_Clatsop,_OLNEY,_36,155,270,6,3,1,1,165,245,10,8,1,156,246,13,4,142,261,12,7,0,144,245,11,15,1
0,_Clatsop,_SEASIDE,_37,517,352,9,3,1,4,518,332,15,12,0,500,339,15,5,451,347,22,36,0,466,341,37,16,1
0,_Clatsop,_SEASIDE,_38,586,359,22,8,5,8,573,351,18,26,2,554,358,32,5,518,366,28,45,2,535,340,58,19,2
0,_Clatsop,_SEASIDE,_39,514,300,14,10,3,6,517,293,15,13,0,483,316,21,4,441,322,30,26,0,449,295,51,24,1
0,_Clatsop,_SEASIDE,_40,501,350,15,5,2,7,485,345,14,12,1,460,362,18,1,420,365,32,27,0,435,356,29,18,1
0,_Clatsop,_STANLEY ACRES,_43,81,73,1,3,1,1,87,69,3,2,1,86,65,3,0,77,69,9,4,0,77,68,9,4,0
0,_Clatsop,_SVENSEN,_44,240,401,3,4,3,4,249,380,6,6,0,244,376,11,3,212,392,12,15,0,222,360,21,20,1
0,_Clatsop,_ARCH CAPE,_45,164,52,6,2,1,1,159,56,3,3,1,150,58,6,0,136,56,9,13,0,138,60,13,1,0
0,_Clatsop,_WALLUSKI,_46,195,205,10,2,0,3,202,197,7,8,0,191,208,5,1,166,214,15,16,0,176,205,16,10,0
0,_Clatsop,_WARRENTON,_47,980,1255,57,3,7,8,1037,1151,44,33,1,969,1169,57,20,865,1214,87,64,1,911,1142,86,71,2
0,_Clatsop,_WARRENTON,_48,446,426,17,4,6,10,461,392,17,17,1,438,413,27,2,393,422,32,38,1,409,396,41,36,0
0,_Clatsop,_WESTPORT,_50,120,250,14,1,0,2,137,228,4,3,1,124,222,16,4,119,231,11,10,1,116,219,15,16,1
0,_Clatsop,_HILLCREST,_52,192,232,9,4,3,0,192,209,17,9,2,191,211,12,4,171,223,11,17,0,168,217,17,8,0
0,_Columbia,_CITY OF CLATSKANIE,_01,367,531,21,2,2,6,374,505,20,18,1,356,485,48,8,317,527,38,18,1,330,477,49,40,2
0,_Columbia,_N CLATSKANIE-MARSHLAND,_04,246,380,8,4,3,1,266,342,12,9,0,243,338,24,4,216,361,20,22,0,231,346,27,14,0
0,_Columbia,_S CLATSKANIE,_05,199,380,8,3,1,1,205,355,13,4,0,195,354,15,5,182,362,16,9,0,196,339,14,19,0
0,_Columbia,_DELENA,_06,457,728,22,7,4,6,510,659,27,10,2,482,653,37,13,451,690,27,26,1,463,636,40,47,3
0,_Columbia,_GOBLE,_08,271,445,16,3,0,3,277,410,19,9,2,253,420,29,7,236,430,24,12,2,245,397,20,37,3
0,_Columbia,_MILTON,_10,405,492,18,2,0,6,418,445,19,8,1,393,441,27,3,359,474,28,16,1,368,440,31,29,1
